No;Dependen;Dummy;Independen_1;Independen_2
2964;0;0;65.67798;2
2965;1;0;36.73398;13
2966;0;0;79.52594;7
2967;1;0;62.74298;6
2968;1;1;48.83798;9
2969;0;1;76.72296;9
2970;1;0;65.40698;12
2971;1;0;60.17499;14
2972;1;1;72.797;12
2973;0;1;70.90796;12
2974;1;0;71.95599;11
2975;0;0;55.81699;10
2976;1;0;47.78598;8
2977;0;1;51.504;11.040535
2978;1;0;47.16498;14
2979;0;1;58.34399;12.821571
2980;1;0;30.92999;18
2981;1;1;50.29199;16
2982;0;0;75.33197;12
2983;1;1;66.41998;9
2984;0;0;41.06998;11.040535
2985;0;0;62.724;18
2986;0;0;39.81897;13
2987;0;0;79.88794;12
2988;1;1;77.90295;9.945259
2989;1;0;45.81497;12
2990;0;0;91.92297;12
2991;0;0;78.80096;12
2992;0;1;68.60797;12
2993;0;0;75.21399;9
2994;0;1;61.741;14
2995;0;1;60.646;9.945259
2996;0;0;51.62997;12
2997;0;0;46.90198;11
2998;0;0;46.92697;16
2999;1;0;59.42798;9
3000;0;0;75.59796;11
3001;0;1;78.65796;9.945259
3002;0;1;70.02295;12
3003;0;0;35.45499;14
3004;0;0;77.89697;8
3005;0;1;29.76299;13
3006;0;0;34.31299;14
3007;0;0;50.98999;12
3008;1;0;94.28894;12
3009;1;1;23.26399;11
3010;0;0;74.06195;14
3011;0;1;53.71899;12
3012;0;0;31.69099;14
3013;1;0;70.64496;12
3014;1;1;84.40198;14
3015;0;0;46.77899;8
3016;0;0;68.60199;13
3017;1;0;70.21198;12
3018;1;0;53.40698;12
3019;0;1;66.17395;11
3020;1;1;55.42499;11.040535
3021;0;0;73.125;10
3022;1;0;57.44299;8
3023;0;1;78.78699;12
3024;0;0;79.55597;16
3025;1;1;72.26794;14
3026;0;0;78.44495;11
3027;1;0;53.36899;12
3028;0;1;76.00299;15
3029;0;1;74.85297;12
3030;0;1;57.70599;16
3031;0;0;58.29199;11.040535
3032;0;0;70.14899;8
3033;0;0;62.08099;14
3034;1;0;40.54999;12
3035;0;0;41.61798;11.421669
3036;1;1;22.63699;12
3037;0;1;67.88495;18
3038;1;1;55.04999;9
3039;0;0;65.54999;9.945259
3040;0;1;72.35596;9.945259
3041;1;1;79.81696;9
3042;1;0;19.21399;12
3043;1;0;45.02698;11
3044;1;0;18.88799;11
3045;0;1;79.67694;14
3046;0;0;75.92297;12
3047;0;0;60.63797;12
3048;0;1;70.32196;4
3049;0;1;72.38098;12
3050;0;1;66.22296;8.436928
3051;0;1;48.564;19
3052;1;0;46.349;14
3053;0;0;58.439;12
3054;0;0;40.39697;16
3055;0;1;70.28094;16
3056;1;0;83.64099;10
3057;0;0;76.62695;12
3058;0;0;58.61697;0
3059;0;1;75.56494;9
3060;0;0;68.37195;9.945259
3061;0;0;55.17297;11.040535
3062;0;1;67.50195;9.945259
3063;0;0;31.45499;16
3064;1;1;66.63098;9
3065;0;1;58.724;20
3066;1;1;66.11395;13
3067;0;1;76.54797;4
3068;0;1;73.54999;12
3069;0;1;66.46698;10
3070;0;0;83.81396;12
3071;0;0;42.56497;10
3072;1;0;68.45197;12
3073;0;0;62.26099;14
3074;0;0;48.405;13
3075;0;0;50.53799;16
3076;0;0;91.35394;12
3077;0;0;60.52298;6
3078;1;0;44.57199;12
3079;0;0;31.17899;14
3080;0;0;58.32199;12
3081;0;1;59.98898;12.821571
3082;0;1;76.20496;12
3083;0;1;52.91199;12
3084;0;0;57.91599;11.040535
3085;0;1;45.125;9
3086;1;0;60.62698;8
3087;0;1;94.55194;16
3088;1;0;60.78;12
3089;0;1;77.112;9.945259
3090;1;0;81.862;8
3091;0;0;80.383;11.421669
3092;1;1;43.13498;12
3093;0;1;80.13397;3
3094;1;0;66.47998;8
3095;0;1;65.17999;14
3096;0;0;45.043;12
3097;0;0;71.05499;14
3098;0;0;92.64294;18
3099;0;0;75.18994;11
3100;1;0;38.90799;12
3101;0;1;73.85394;11
3102;1;0;42.46997;12
3103;0;1;56.36697;14
3104;0;1;63.89899;4
3105;1;1;41.35199;11.040535
3106;0;0;84.72595;11.421669
3107;0;1;62.92398;12
3108;0;1;45.43198;16
3109;0;0;77.22095;12
3110;0;0;83.948;8
3111;1;0;71.82196;0
3112;1;0;64.54498;9
3113;1;1;72.90295;9.945259
3114;0;0;65.25397;18
3115;0;1;61.65399;12
3116;1;0;60.01398;12
3117;1;0;46.59497;15
3118;0;0;66.146;9.945259
3119;0;1;55.66098;12
3120;0;1;82.60596;12
3121;1;0;50.51599;12
3122;1;1;81.44299;12
3123;0;1;46.85797;6
3124;0;0;63.95599;17
3125;0;1;61.73898;16
3126;0;0;90.409;11.421669
3127;0;1;56.19397;6
3128;0;0;26.18199;12
3129;0;0;69.83398;10
3130;1;0;76.06598;8
3131;0;0;90.13794;24
3132;1;0;70.36798;8
3133;0;1;73.86694;19
3134;0;0;62.71899;8
3135;1;1;43.16998;12
3136;1;1;67.61395;12
3137;0;0;64.47095;14
3138;0;1;44.64297;12
3139;0;0;53.85898;12
3140;1;0;80.70599;12
3141;0;1;30.63699;11.040535
3142;0;1;57.57397;12
3143;0;0;75.58099;12
3144;1;1;75.90698;14
3145;0;0;74.96497;9.945259
3146;0;1;63.53998;10
3147;1;0;40.961;10
3148;0;1;56.63199;12
3149;0;1;41.12799;14
3150;1;0;76.13397;8
3151;0;0;86.13599;12
3152;1;0;68.84595;14
3153;0;1;51.90097;9
3154;1;1;63.53198;11.421669
3155;0;1;79.82196;5
3156;1;0;66.71594;12
3157;1;1;52.20499;7
3158;1;0;46.56497;11.040535
3159;1;0;27.411;11.421669
3160;0;1;59.44699;8
3161;0;1;65.35498;12
3162;0;0;41.78;11.040535
3163;1;0;35.38898;14
3164;0;0;29.10899;11.421669
3165;1;0;75.23096;12
3166;0;0;56.82397;11.421669
3167;1;0;66.93195;12
3168;0;1;28.81299;12
3169;1;1;75.87695;19
3170;1;0;75.97296;12
3171;1;0;67.49097;14.252106
3172;1;0;86.62799;12
3173;1;0;71.30695;12
3174;1;0;35.50198;14
3175;1;0;88.81598;8
3176;0;0;57.97699;14.069916
3177;0;0;58.32999;8
3178;0;0;20.29599;12
3179;0;0;21.99899;12
3180;1;0;83.76996;5
3181;1;1;52.84097;14
3182;0;0;74.02899;9
3183;0;0;60.55298;7
3184;0;0;74.31299;6
3185;0;0;91.60297;8
3186;1;0;94.48895;3
3187;0;0;73.84796;18
3188;0;1;79.81396;16
3189;0;0;51.15698;8
3190;0;0;69.22095;8
3191;1;0;53.40997;14
3192;0;0;72.38098;16
3193;0;1;59.34299;18
3194;0;1;69.62396;16
3195;0;0;56.50897;12
3196;1;0;64.51196;8
3197;1;0;72.13995;12
3198;0;0;62.09198;12
3199;1;1;77.65094;8
3200;0;0;49.11398;16
3201;0;1;72.35297;13
3202;0;0;69.47797;12
3203;0;1;84.13995;12
3204;1;0;43.50198;10
3205;0;1;49.34198;22
3206;0;1;76.40497;12
3207;0;0;52.504;12
3208;0;0;80.51996;12
3209;1;1;20.31799;13
3210;0;1;74.29395;7
3211;0;0;58.409;11.040535
3212;0;1;48.35898;7
3213;0;1;74.396;11
3214;0;0;77.30597;12
3215;0;0;62.64499;11.704216
3216;1;0;64.66498;8
3217;1;1;54.73798;12
3218;0;0;62.35999;13
3219;1;1;58.09698;15
3220;0;1;61.43997;9.945259
3221;1;0;33.66699;9
3222;0;1;58.23398;12
3223;0;0;100.849;8
3224;0;0;78.448;12
3225;0;1;72.62097;12
3226;0;0;75.62799;12
3227;0;1;62.35498;20
3228;1;0;27.44099;11
3229;0;0;80.02698;10
3230;0;0;56.03;16
3231;1;1;90.18799;12
3232;1;0;35.98398;10
3233;1;0;71.81696;14
3234;0;1;86.38995;12
3235;1;1;81.24799;8
3236;1;0;69.48895;5
3237;0;0;44.74698;12
3238;1;0;35.09399;12
3239;0;0;72.02496;12
3240;1;1;81.94897;10
3241;1;0;50.50198;6
3242;0;1;59.91498;9
3243;0;0;79.21997;12
3244;0;1;38.883;11.040535
3245;0;0;29.88399;16
3246;0;1;77.59094;8
3247;0;0;94.10797;12
3248;0;0;67.64398;14
3249;1;0;47.59198;14
3250;0;0;30.76799;12
3251;1;0;60.29797;14.069916
3252;0;0;98.08899;16
3253;1;1;59.35397;14
3254;0;0;50.87198;18
3255;1;0;65.172;10
3256;0;0;52.99899;12
3257;0;0;87.59497;12
3258;0;1;69.79895;16
3259;1;0;46.06699;16
3260;1;1;50.431;15
3261;0;1;74.23096;16
3262;0;0;62.31097;12
3263;1;1;44.616;16
3264;1;0;38.11899;8
3265;0;0;80.93097;21
3266;1;1;29.769;14.252106
3267;1;0;62.37399;12
3268;1;0;31.75899;14
3269;1;0;72.71497;14
3270;1;0;63.625;12
3271;0;1;78.836;12
3272;0;0;49.21799;12
3273;0;1;65.08997;9.945259
3274;1;1;19.96199;12
3275;0;1;49.16898;13
3276;1;1;56.63498;12
3277;0;0;40.20499;14.252106
3278;0;1;73.41296;8.436928
3279;0;0;66.91595;12
3280;0;1;68.78894;13
3281;0;0;87.63599;10
3282;0;0;65.01294;12
3283;0;0;43.50699;9
3284;0;0;52.99399;11.522331
3285;1;0;75.26398;9.945259
3286;0;0;66.44995;8.436928
3287;0;1;53.27899;11.421669
3288;1;0;69.495;8
3289;0;0;71.56195;12
3290;0;1;46.26398;12
3291;0;0;64.44598;10
3292;0;0;66.07495;9.945259
3293;0;0;68.12299;16
3294;0;0;82.37396;7
3295;1;0;38.58197;14
3296;0;1;69.39398;8
3297;1;0;58.89697;12
3298;1;1;70.18799;8
3299;1;0;38.36298;14
3300;0;0;78.41199;12
3301;1;1;51.129;11
3302;1;0;71.79498;13
3303;0;1;72.24097;0
3304;1;0;32.84598;11.421669
3305;1;0;24.69299;10
3306;0;0;70.34399;5
3307;1;1;37.34998;12.821571
3308;0;0;56.31198;12
3309;1;1;21.60199;14
3310;0;0;92.28497;12
3311;0;0;68.04395;8
3312;1;0;29.06799;19
3313;0;1;73.01599;11
3314;0;0;71.07196;9.945259
3315;0;0;67.92596;11.421669
3316;0;1;76.25995;9.945259
3317;0;0;82.70996;14
3318;0;0;51.56699;11.040535
3319;0;0;70.44995;11
3320;1;1;72.73895;11
3321;0;1;72.71497;9.945259
3322;0;0;49.155;16
3323;0;1;72.28699;12
3324;0;1;75.15399;8
3325;1;0;69.44299;11
3326;1;0;25.114;15
3327;0;1;75.28296;13.611382
3328;1;0;48.51999;12
3329;1;0;81.21796;12
3330;0;0;89.67297;30
3331;0;0;54.98398;11.040535
3332;1;1;56.435;12
3333;0;1;64.96399;12
3334;0;1;68.862;12
3335;0;1;35.25;14.252106
3336;0;1;84.64899;12
3337;0;1;23.85199;12
3338;1;0;87.29596;16
3339;0;0;67.92096;12
3340;1;0;21.20999;14
3341;0;1;77.60394;9
3342;1;0;33.94897;9
3343;1;1;62.48297;10
3344;1;1;72.68994;16
3345;0;0;73.28998;12
3346;0;0;62.84698;14
3347;0;0;61.78;8
3348;0;0;80.50397;11.421669
3349;0;0;61.07898;11.704216
3350;1;0;28.75299;12.821571
3351;1;0;71.72095;12
3352;0;0;58.793;14.069916
3353;0;1;69.54095;9.945259
3354;1;0;68.64099;13
3355;1;0;54.103;12.821571
3356;1;1;54.03998;16
3357;0;0;72.81;14
3358;0;0;70.64795;12
3359;0;1;66.02594;20
3360;0;1;74.46698;14
3361;0;0;49.71698;10
3362;0;0;70.82794;11.421669
3363;1;1;56.38098;15
3364;1;1;20.991;13
3365;1;0;66.00098;12
3366;0;0;71.78094;12
3367;0;0;60.63797;12
3368;1;0;79.86896;12
3369;0;0;42.935;11.040535
3370;0;1;75.06097;12
3371;1;0;69.50897;5
3372;0;0;85.74396;9.945259
3373;0;0;55.64999;13
3374;0;1;49.02399;12
3375;0;0;28.674;0
3376;0;1;63.15698;9.945259
3377;0;0;81.37396;8
3378;0;0;89.61499;12
3379;1;1;71.82495;11
3380;1;0;41.09799;13
3381;0;1;60.81897;5
3382;0;0;57.93597;14.252106
3383;0;0;44.00497;15
3384;1;1;43.88998;20
3385;0;0;73.16095;12
3386;0;0;52.84299;11.040535
3387;0;0;27.584;12
3388;0;1;66.26099;8.436928
3389;1;0;83.77496;7
3390;0;1;64.34497;12
3391;1;0;56.07397;14
3392;1;0;69.72998;9.945259
3393;1;0;18.77599;12
3394;0;0;34.59299;17
3395;0;0;82.237;12
3396;0;0;73.61798;16
3397;0;1;72.59698;17
3398;0;1;75.40594;9.945259
3399;0;0;19.70999;11.040535
3400;0;1;79.13196;13.611382
3401;0;1;35.625;14.252106
3402;0;1;77.758;6
3403;1;1;72.40497;10
3404;0;0;52.74698;12
3405;0;0;73.45099;9.945259
3406;1;1;47.47998;14
3407;1;0;47.44397;12
3408;0;0;52.98599;14
3409;1;1;59.86899;15
3410;1;1;64.51495;9
3411;0;1;77.77698;16
3412;0;0;79.12396;8.436928
3413;0;1;66.33295;14
3414;0;1;77.94098;12
3415;0;0;56.33899;8
3416;0;1;60.95798;10
3417;0;1;58.27499;14.252106
3418;0;0;68.93396;12
3419;0;0;56.00299;12
3420;1;0;62.77298;16
3421;1;0;74.36798;8.436928
3422;0;0;82.92999;12
3423;1;0;47.52399;14
3424;0;0;68.383;8
3425;1;0;66.85596;12
3426;0;0;73.89697;10
3427;0;0;68.50397;16
3428;0;0;39.26898;13
3429;1;0;30.69099;12
3430;0;0;75.80798;3
3431;0;1;71.79199;12
3432;0;1;38.81198;17
3433;0;1;60.79398;10
3434;0;0;84.69299;16
3435;0;0;74.74896;8
3436;0;0;61.61499;9
3437;0;1;77.42596;12
3438;0;1;56.48999;12
3439;1;1;70.88599;12
3440;0;0;81.45398;13.611382
3441;1;0;36.38098;8
3442;0;0;61.71399;12
3443;0;1;72.55896;14
3444;0;1;88.28699;13
3445;1;0;18.146;12
3446;1;1;26.51299;17
3447;0;1;63.87097;16
3448;0;0;76.98798;12
3449;1;1;24.56699;12
3450;0;0;49.85397;24
3451;0;0;87.25494;12
3452;1;0;53.577;12
3453;0;1;71.00897;6
3454;0;0;77.42096;11.421669
3455;1;1;78.10498;12
3456;0;0;64.159;7
3457;0;0;44.30399;12
3458;0;1;62.642;9.945259
3459;0;1;39.81897;13.611382
3460;0;1;49.18298;8
3461;0;0;45.32498;11.040535
3462;1;0;70.09698;14
3463;0;0;26.26099;11.040535
3464;1;0;32.26599;12
3465;0;0;38.13599;12
3466;0;1;67.64697;9.945259
3467;1;0;35.01999;11
3468;0;1;62.198;9
3469;1;0;26.35999;11
3470;1;0;42.215;12
3471;0;0;58.79498;12
3472;1;0;45.05698;10
3473;1;1;37.51099;11.040535
3474;0;1;67.81696;11
3475;1;0;23.99199;13
3476;0;1;51.431;9
3477;1;0;52.58899;18
3478;0;1;52.49799;12
3479;0;0;69.41296;14
3480;1;1;43.25497;15
3481;0;0;68;11
3482;0;0;69.25397;16
3483;0;0;82.034;8
3484;1;1;50.64798;12
3485;0;0;54.543;12
3486;0;0;82.15698;11.421669
3487;0;1;67.11298;11
3488;0;0;43.66098;9
3489;0;1;66.30499;11
3490;0;0;49.10599;12.821571
3491;0;0;54.30798;13
3492;1;1;33.56598;13
3493;1;0;81.66699;12
3494;1;1;70.49097;11
3495;0;0;63.51498;16
3496;0;0;86.04199;12
3497;1;1;74.41797;15
3498;0;1;49.32199;14
3499;0;0;33.19397;11.040535
3500;0;0;95.65796;7
3501;0;1;57.48898;12.821571
3502;0;0;41.16599;10
3503;0;0;53.465;12
3504;1;1;64.81598;16
3505;0;0;69.08398;8.436928
3506;0;0;82.70496;12
3507;0;0;62.27197;16
3508;1;1;72.62695;6
3509;0;0;61.19098;12
3510;0;0;66.40698;6
3511;0;0;68.88397;8
3512;1;0;49.96298;9
3513;0;1;39.73199;12
3514;0;0;45.741;8
3515;1;1;51.85498;14
3516;0;0;39.228;12
3517;0;0;65.93298;13
3518;0;0;37.89499;12
3519;0;1;72.12;7
3520;0;0;63.28299;10
3521;1;0;24.101;12
3522;0;0;91.86597;6
3523;0;1;77.89496;8.436928
3524;0;0;85.46497;12
3525;1;0;27.61699;12
3526;0;1;37.96298;13
3527;1;0;61.03198;12
3528;0;0;44.36697;9
3529;0;1;84.27899;7
3530;0;0;57.06998;14
3531;1;0;28.25699;11.421669
3532;1;0;48.39999;12
3533;0;0;30.683;11.040535
3534;0;1;77.862;15
3535;0;0;73.69995;12
3536;1;1;61.78497;15
3537;0;1;47.69598;12
3538;0;1;67.94495;9.945259
3539;0;0;38.32397;12
3540;1;1;59.409;14.069916
3541;0;1;75.85797;13
3542;0;1;73.26794;7
3543;0;1;80.29297;13
3544;1;0;35.099;12
3545;0;0;75.79498;8
3546;0;1;71.47699;8
3547;0;1;41.93799;12.821571
3548;0;0;33.01297;12
3549;0;1;69.10895;13
3550;0;1;53.33298;12
3551;0;1;41.29797;18
3552;0;1;57.51099;12
3553;0;0;60.62097;9
3554;0;0;50.396;10
3555;0;0;61.56598;12
3556;1;0;74.11096;14
3557;1;1;63.93997;14
3558;0;1;80.86499;8.436928
3559;1;1;61.478;9
3560;0;1;35.31799;11.421669
3561;1;1;64.61298;12
3562;1;0;78.89899;12
3563;0;0;50.82498;12
3564;1;0;64.159;9.945259
3565;0;0;62.78699;9.945259
3566;0;1;60.68698;15
3567;0;0;82.78198;8.436928
3568;0;1;58.69998;16
3569;0;1;72.31494;3
3570;1;0;54.08899;6
3571;1;0;79.49597;16
3572;0;0;80.35297;15
3573;1;0;65.09497;18
3574;0;0;30.69099;12
3575;0;0;51.504;16
3576;0;1;34.103;12
3577;1;0;30.752;8
3578;1;0;69.78796;8.436928
3579;1;0;83.58398;17
3580;0;0;61.24597;11
3581;0;1;68.28198;12
3582;0;1;66.16595;20
3583;0;0;79.159;15
3584;1;0;62.47198;15
3585;0;0;53.38797;12
3586;0;0;62.29398;11.421669
3587;0;0;41.383;12
3588;0;1;63.80298;8
3589;0;0;76.36694;8
3590;1;1;51.18399;6
3591;1;1;55.56198;12
3592;0;1;58.13797;11
3593;0;0;61.74399;6
3594;0;0;92.73895;9.945259
3595;0;0;47.07498;11.040535
3596;1;1;41.54999;21
3597;0;1;79.80798;13
3598;1;0;61.54099;8
3599;1;0;42.883;12
3600;0;1;70.68896;12
3601;1;0;62.59;6
3602;1;1;63.52597;9.945259
3603;1;0;41.336;16
3604;0;0;72.09296;12
3605;1;1;43.129;12
3606;0;1;70.46698;16
3607;1;0;62.46399;12
3608;1;0;59.75598;14
3609;1;1;61.59097;12
3610;0;0;90.27795;10
3611;1;0;33.49799;10
3612;1;1;54.16599;12
3613;0;0;57.60699;12
3614;1;0;42.69998;14
3615;1;1;83.75098;9.945259
3616;0;1;74.836;10
3617;0;0;58.03699;11.040535
3618;1;0;66.18195;9.945259
3619;0;1;62.37598;18
3620;0;1;84.862;14
3621;0;0;52.767;10
3622;0;0;40.50897;17
3623;1;1;35.13797;12
3624;1;0;33.577;13
3625;1;1;63.017;8
3626;1;1;54.02899;9
3627;0;0;79.51495;7
3628;1;0;55.06897;11
3629;1;1;63.56998;12
3630;1;0;75.34296;11.421669
3631;0;0;77.24298;19
3632;1;0;74.19598;9
3633;1;0;44.85699;12
3634;1;1;61.77698;12
3635;1;0;65.03796;11
3636;1;0;22.03099;12
3637;1;0;67.37598;14
3638;0;0;66.20398;10
3639;1;0;44.65997;12
3640;1;0;33.33899;13.262733
3641;0;0;44.39398;11.040535
3642;0;0;55.80298;12
3643;0;0;74.05096;6
3644;0;0;61.52798;12
3645;0;0;54.853;12
3646;0;1;75.19196;12
3647;1;1;26.045;9
3648;0;0;35.56998;19
3649;1;0;89.74097;12
3650;0;0;65.336;10
3651;0;0;69.02899;10
3652;0;0;60.19699;10
3653;0;0;35.17297;12
3654;0;0;69.16595;12
3655;1;1;63.73199;12
3656;0;0;92.15594;5
3657;1;0;69.74896;11
3658;0;1;66.27795;0
3659;1;0;66.12695;9
3660;0;0;80.435;8.436928
3661;0;1;45.24597;12
3662;1;0;43.603;12
3663;1;1;60.40799;11.421669
3664;1;0;69.95197;12
3665;0;1;75.33698;11.421669
3666;0;0;72.77197;9
3667;1;0;63.70398;13
3668;1;0;23.17;14
3669;0;0;76.08997;8
3670;0;0;81.63995;7
3671;0;0;82.80096;11
3672;0;0;71.18695;20
3673;0;0;71.83795;8
3674;0;0;79.22498;13
3675;0;0;70.81494;2
3676;0;0;52.87097;12
3677;0;1;49.5;12
3678;1;0;83.05298;19
3679;0;0;78.44495;8.436928
3680;1;1;30.24199;12
3681;1;0;71.19196;12
3682;0;1;77.36896;10
3683;0;0;63.461;8
3684;1;0;65.94397;12
3685;0;0;35.918;12
3686;0;1;82.63397;12
3687;1;0;46.06198;19
3688;0;1;65.71698;9.945259
3689;0;0;75.08795;12
3690;1;0;60.241;12
3691;0;0;67.19495;12
3692;0;0;82.14099;11.421669
3693;0;1;56.646;11
3694;1;0;53.29797;10
3695;0;1;68.50696;9.945259
3696;0;0;82.75696;6
3697;0;1;81.85095;12
3698;0;0;37.71899;13
3699;1;0;66.24194;16
3700;0;1;62.54599;14
3701;0;1;49.21799;16
3702;1;0;39.98898;11
3703;0;1;45.57999;14
3704;0;0;61.55197;9.945259
3705;1;1;70.74896;9.945259
3706;1;0;86.71594;14
3707;0;0;82.53497;14
3708;0;0;72.59698;11.704216
3709;1;0;72.04895;12
3710;0;1;72.93097;11
3711;1;0;55.655;12
3712;1;1;53.26199;11
3713;0;1;58.31897;23
3714;0;0;80.72296;11.421669
3715;0;0;30.19299;12
3716;0;1;65.31696;16
3717;0;0;73.04297;8
3718;1;0;67.77295;11
3719;1;0;73.98199;8
3720;0;0;66.56799;16
3721;0;1;56.12299;12
3722;0;0;67.34595;11
3723;0;1;77.60699;16
3724;0;1;79.33698;12
3725;1;1;60.71698;9
3726;1;1;50.23398;12
3727;1;0;82.39294;9
3728;0;1;76.70898;7
3729;0;0;59.58398;20
3730;1;0;41.26199;18
3731;1;1;86.10797;11.421669
3732;0;0;80.23499;11.421669
3733;1;0;64.11499;9
3734;1;1;60.96899;10
3735;0;0;61.09497;10
3736;0;0;38.90799;13
3737;1;1;45.10599;14
3738;0;0;71.39795;8
3739;0;1;39.11298;12
3740;0;0;82.58698;8
3741;0;0;71.42499;11.421669
3742;0;0;84.16998;12
3743;1;1;72.60797;0
3744;0;1;84.13995;9.945259
3745;0;1;74.724;12
3746;0;1;19.85199;11.040535
3747;0;0;69.01599;4
3748;0;1;74.74896;13.611382
3749;0;1;60.53897;9.945259
3750;0;0;82.01196;11
3751;1;1;61.33298;12
3752;0;0;83.23297;9.945259
3753;0;1;61.32199;12
3754;1;1;76.961;11.421669
3755;0;0;62.37598;8.436928
3756;0;1;68.25494;12
3757;0;0;71.54596;20
3758;0;0;37.86697;12
3759;0;1;58.85797;12
3760;1;0;72.02496;11
3761;0;0;77.12;12
3762;1;0;37.60397;12
3763;0;0;83.02496;7
3764;0;1;67.39496;13
3765;0;0;77.55499;11.421669
3766;1;1;27.25299;12
3767;0;1;89.07599;11
3768;0;1;40.80798;12
3769;0;0;61.92697;8.436928
3770;0;1;68.99695;14
3771;1;1;69.85596;8.436928
3772;0;0;43.53998;14
3773;0;0;76.28497;12
3774;0;1;72.487;11.421669
3775;1;1;29.32199;11
3776;0;0;69.87799;3
3777;0;1;43.12097;12
3778;0;1;58.58197;8
3779;1;0;35.19199;19
3780;1;0;53.38498;11
3781;0;1;46.39297;11.040535
3782;1;0;66.05096;9
3783;1;1;36.26797;21
3784;0;0;82.90198;12
3785;0;0;76.56696;12
3786;0;0;51.47198;14
3787;1;0;74.97095;9.945259
3788;0;0;89.77997;13.611382
3789;1;0;77.31097;11.421669
3790;1;0;29.97899;14
3791;1;1;72.96399;13
3792;1;1;47.737;12
3793;0;0;79.09698;9
3794;1;0;50.47198;11.040535
3795;0;1;86.93195;8
3796;0;0;74.69995;16
3797;1;1;61.06198;12
3798;1;1;47.65799;8
3799;0;0;67.82495;9.945259
3800;1;1;35.806;12
3801;0;0;83.75397;11.421669
3802;0;0;60.59399;3
3803;0;0;68.45398;12
3804;0;0;49.86697;11.040535
3805;0;1;74.06696;11
3806;1;0;83.06598;18
3807;0;1;84.07898;9.945259
3808;1;0;40.54498;9
3809;1;1;79.05499;6
3810;1;0;48.72299;11
3811;0;0;53.66199;11
3812;0;0;82.55396;14
3813;1;1;64.59698;5
3814;0;0;46.93799;12.821571
3815;1;1;46.71899;14
3816;0;0;89.04297;12
3817;0;0;34.93997;12
3818;0;1;50.63397;12
3819;1;1;76.271;16
3820;0;0;75.58398;9.945259
3821;0;0;62.38199;12
3822;0;0;67.896;11
3823;0;0;77.52496;18
3824;0;0;48.375;9
3825;0;0;62.26999;18
3826;1;0;71.461;8
3827;0;1;53.25098;11.522331
3828;1;1;71.24396;12
3829;1;0;37.02698;11
3830;0;0;71.20599;19
3831;1;0;52.57999;6
3832;0;1;65.48395;16
3833;1;0;20.821;14
3834;0;1;58.34598;12
3835;1;0;74.63397;9
3836;0;1;60.84097;16
3837;0;0;58.793;11
3838;0;1;61.98798;14
3839;1;0;68.24597;11.421669
3840;0;0;72.74194;8
3841;0;1;58.116;12
3842;0;0;71.04395;12
3843;0;0;22.55699;13
3844;1;0;43.88797;12
3845;0;0;51.58698;11
3846;0;1;44.42697;13
3847;1;0;45.52197;5
3848;0;1;71.64996;8
3849;0;0;67.84399;16
3850;0;0;95.00098;11.421669
3851;1;1;73.59296;10
3852;1;1;64.49799;12
3853;0;0;65.65594;11.421669
3854;0;1;77.45697;10
3855;1;0;70.52698;5
3856;1;0;67.047;13
3857;0;1;66.53497;11.421669
3858;0;0;75.52594;10
3859;0;0;74.92096;8
3860;1;1;58.58197;8
3861;0;1;76.12299;9.945259
3862;0;0;87.60797;12
3863;1;1;76.10699;12.821571
3864;0;1;54.60098;9
3865;0;1;64.83197;8
3866;0;1;64.69495;7
3867;0;0;75.98395;10
3868;0;0;53.46997;11.040535
3869;1;0;79.59796;5
3870;1;1;74.25598;12
3871;1;0;62.97897;11.421669
3872;0;1;58.823;12
3873;0;0;50.03699;14
3874;0;0;52.71997;20
3875;1;0;89.5;12
3876;0;0;61.366;12
3877;0;1;76.47894;16
3878;1;0;81.19098;7
3879;0;1;47.89297;10
3880;1;1;65.82098;17
3881;0;1;67.10999;10
3882;1;1;52.43799;12
3883;1;0;36.97699;12
3884;1;0;91.33197;12
3885;0;0;76.08795;11
3886;0;0;44.61099;11.040535
3887;1;0;47.93399;16
3888;1;0;65.73596;12
3889;0;0;67.39197;9
3890;0;0;77.86694;8
3891;0;1;49.91599;14
3892;1;1;38.66898;12
3893;0;0;55.29099;12
3894;0;0;67.146;9.945259
3895;0;0;63.258;12
3896;1;0;60.69498;12
3897;1;0;48.43799;12
3898;1;0;62.004;9.945259
3899;1;0;34.439;12
3900;0;0;55.16498;9
3901;0;1;62.20898;11
3902;0;1;56.01898;14
3903;0;0;80.51495;14
3904;1;0;31.778;8
3905;1;0;62.004;9
3906;0;0;43.23599;12
3907;0;0;73.37396;6
3908;0;0;51.25;11
3909;0;0;34.54898;11.040535
3910;0;0;67.70197;8
3911;0;0;65.89697;7
3912;0;0;59.18997;6
3913;1;0;36.45999;14.252106
3914;0;0;33.57999;11.040535
3915;0;0;79.62994;12
3916;0;1;45.89499;8
3917;0;0;91.16797;14
3918;1;0;37.69998;11
3919;0;1;50.20697;12
3920;0;0;78.79297;8.436928
3921;1;0;40.159;12
3922;0;0;63.10498;16
3923;0;1;83.77295;13.649826
3924;1;1;75.53699;10
3925;1;1;45.97098;14
3926;0;1;65.58795;11
3927;1;0;24.78;15
3928;1;0;39.12698;12
3929;1;1;75.46899;9.945259
3930;0;0;86.49097;19
3931;1;0;82.04797;6
3932;1;1;53.07898;7
3933;0;1;79.06396;16
3934;1;0;85.05096;19
